ID,target
1,0.30036952529689187
3,0.23965955852420345
6,0.23965955852420368
9,0.23965955852420376
10,0.23965955852420376
11,0.23965955852420373
12,0.23277854975625312
13,0.23965955852420376
15,0.23965955852420373
17,0.33746700477542046
18,0.23965955852420434
19,0.23965955852420373
27,0.23965955852420426
29,0.23965955852420331
33,0.23965955852420373
34,0.23965955852420373
39,0.23965955852420423
41,0.23965955852420376
44,0.23965955852420354
45,0.23965955852420373
47,0.23965955852420373
48,0.2379368167459546
49,0.23965955852420376
53,0.23965955852420345
56,0.23965955852420376
57,0.23965955852420331
59,0.23965955852420373
61,0.23965955852420376
64,0.23965955852420331
68,0.2396595585242036
72,0.23965955852420434
73,0.23597881529654913
81,0.23965955852420354
82,0.23965955852420362
85,0.23965955852420376
87,0.23965955852420423
88,0.22460016438851252
92,0.23965955852420373
95,0.2396595585242036
96,0.23965955852420376
97,0.2396595585242039
99,0.2396595585242039
103,0.23419153641377344
104,0.23965955852420373
105,0.23965955852420376
106,0.23965955852420376
111,0.23965955852420368
112,0.41540304381838317
114,0.23965955852420376
117,0.23965955852420376
118,0.23965955852420373
119,0.23967751962164024
120,0.23965955852420376
121,0.23965955852420376
123,0.23965955852420404
127,0.23965955852420376
129,0.23965955852420434
130,0.23965955852420368
132,0.23965955852420354
133,0.23965955852420376
134,0.4812613598162714
135,0.23965955852420376
139,0.23965955852420398
141,0.2396595585242039
142,0.23965955852420373
145,0.23965955852420376
146,0.23965955852420373
147,0.23965955852420354
150,0.2396595585242034
152,0.23965955852420362
153,0.23575844607849308
158,0.23965955852420354
160,0.23965955852420362
163,0.23965955852420376
164,0.23965955852420345
171,0.23965955852420368
172,0.2396595585242036
173,0.23965955852420354
174,0.23965955852420376
175,0.23644012310967039
176,0.2385436315509631
177,0.23965955852420426
178,0.23965955852420376
179,0.23965955852420376
180,0.2396595585242034
181,0.23965955852420345
182,0.23965955852420395
185,0.23965955852420373
187,0.2523267398163303
189,0.23965955852420376
190,0.23965955852420354
192,0.23965955852420362
193,0.23965955852420381
200,0.222743118148297
201,0.23965955852420376
202,0.23965955852420373
203,0.23965955852420373
204,0.23965955852420345
205,0.23965955852420331
206,0.23965955852420376
208,0.23965955852420376
209,0.23965955852420454
212,0.23965955852420376
214,0.23965955852420376
